Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
2007 Sep,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,172587,6720439.06
2007 Oct,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,213846,8242515.2700000005
2007 Nov,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,264373,9967191.56
2007 Dec,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,293860,10733127
2008 Jan,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,329361,11185793
2008 Feb,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,35994,1214960
2008 Mar,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,4036,135256
2008 Apr,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,4480,172568
2008 May,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,15969,668552
2008 Jun,Concessional,Safety net,B,Blood and blood forming organs,B01,ANTITHROMBOTIC AGENTS,33668,1381023
1991 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,44
1991 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1991 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1991 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,87
1991 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,237
1991 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,350
1992 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,175
1992 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,218
1992 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1992 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1992 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,44
1992 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,44
1992 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,349.52
1992 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,7,305.83
1992 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,11,481.98999999999995
1992 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,262.97999999999996
1992 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,262.97999999999996
1992 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,13,569.7900000000001
1993 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,14,613.62
1993 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,43.83
1993 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,43.83
1993 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,43.83
1993 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,57.68
1993 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,87.9
1993 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,175.86
1993 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,317.98999999999995
1993 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,352.08
1993 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,264.06
1993 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,17,748.1700000000001
1993 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,21,924.21
1994 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,27,1188.27
1994 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1994 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1994 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,44.09
1994 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,44.09
1994 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,132.26999999999998
1994 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,7,309.08
1994 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,12,530.43
1994 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,10,442.4
1994 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,12,530.88
1994 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,25,1106
1994 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,25,1118.6
1995 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,21,976.92
1995 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,140.28
1995 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1995 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1995 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,140.52
1995 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,147.62
1995 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,100.78
1995 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,11,552.8399999999999
1995 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,15,759
1995 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,23,1163.8
1995 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,21,1062.6
1995 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,30,1513.73
1996 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,26,1315.6
1996 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,101.2
1996 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1996 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,50.6
1996 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,101.2
1996 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,7,354.2
1996 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,14,670.6700000000001
1996 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,15,759.2800000000001
1996 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,16,809.92
1996 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,23,1164.26
1996 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,25,1265.5
1996 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,34,1782.51
1997 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,41,2121.75
1997 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,50.620000000000005
1997 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1997 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1997 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,202.48000000000002
1997 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,303.71999999999997
1997 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,22,1113.74
1997 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,13,658.71
1997 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,18,958.39
1997 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,20,1059.73
1997 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,34,1784.23
1997 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,43,2318.09
1998 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,48,2647.36
1998 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,50.67
1998 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1998 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1998 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,253.35000000000002
1998 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,304.02
1998 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,10,506.7
1998 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,23,1258.07
1998 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,46,2330.88
1998 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,54,2718.86
1998 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,48,2432.16
1998 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,70,3512.68
1999 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,87,4500.95
1999 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,253.35000000000002
1999 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
1999 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,101.34
1999 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,152.01
1999 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,253.35000000000002
1999 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,25,1359.61
1999 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,31,1639.28
1999 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,49,2732.03
1999 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,64,3246.08
1999 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,64,3338.74
1999 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,76,4040.04
2000 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,96,5023.21
2000 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,405.76
2000 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,101.44000000000001
2000 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,202.88000000000002
2000 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,9,456.47999999999996
2000 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,18,912.9599999999999
2000 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,31,1563.59
2000 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,56,2980.08
2000 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,47,2459.75
2000 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,61,3140.86
2000 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,80,4058.53
2000 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,124,6493.95
2001 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,139,7190.57
2001 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,3,152.19
2001 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,203.02
2001 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,203.32000000000002
2001 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,12,609.8599999999999
2001 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,24,1312.58
2001 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,56,2893.54
2001 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,74,3809.88
2001 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,75,3860.9
2001 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,100,5136.98
2001 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,134,6889.76
2001 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,145,7377.59
2002 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,159,8220.39
2002 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,11,561.1700000000001
2002 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,4,203.95000000000002
2002 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,254.65
2002 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,18,916.55
2002 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,38,2027.35
2002 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,61,3245.38
2002 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,76,3964.82
2002 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,92,4844.48
2002 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,122,6313.5
2002 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,126,6559.22
2002 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,187,9655.39
2003 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,169,8705.66
2003 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,60.44
2003 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,301.08
2003 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,500.37
2003 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,27,1413.1499999999999
2003 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,33,1815.72
2003 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,51,2707.12
2003 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,86,4667.23
2003 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,114,6000.34
2003 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,139,7141.469999999999
2003 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,144,7506.23
2003 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,222,11521.34
2004 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,217,11223.96
2004 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,10,510.01
2004 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,0,0
2004 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,6,352.27
2004 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,15,764.9599999999999
2004 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,25,1405
2004 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,77,4149.820000000001
2004 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,109,5602.48
2004 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,135,7214
2004 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,150,8102
2004 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,176,8992
2004 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,229,11376
2005 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,213,10859
2005 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,10,513
2005 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,2,94
2005 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,8,401
2005 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,22,1128
2005 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,37,1910
2005 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,71,3653
2005 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,125,6397
2005 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,134,6922
2005 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,135,7041
2005 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,212,10994
2005 Dec,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,247,12595
2006 Jan,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,266,13692
2006 Feb,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,22,1147
2006 Mar,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,1,51
2006 Apr,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,5,256
2006 May,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,19,1113
2006 Jun,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,49,2549
2006 Jul,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,60,3125
2006 Aug,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,100,5244
2006 Sep,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,136,6658
2006 Oct,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,157,7867
2006 Nov,Concessional,Safety net,B,Blood and blood forming organs,B02,ANTIHAEMORRHAGICS,188,9434
