"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"10382",1998 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",7108,938487.58
"10383",1998 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",7616,893985.15
"10384",1998 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",7453,947801.14
"10385",1998 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",7239,821317.48
"10386",1998 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",8005,951416.92
"10387",1999 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",6777,857486.97
"10388",1999 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",9107,1052139.85
"10389",1999 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12766,1628340.57
"10390",1999 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",11795,1712120.91
"10391",1999 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12607,1758903.71
"10392",1999 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13079,1805350.3
"10393",1999 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12888,1807563.98
"10394",1999 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12351,2132853.23
"10395",1999 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",11494,1645981.04
"10396",1999 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",10322,1688754.49
"10397",1999 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",10295,1922151.11
"10398",1999 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",10504,1897618.26
"10399",2000 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",9253,1885948.52
"10400",2000 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12769,2523919.18
"10401",2000 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15263,3031281.21
"10402",2000 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14931,3047710.22
"10403",2000 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15207,3079551.69
"10404",2000 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14926,2928469.42
"10405",2000 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16031,3520407.15
"10406",2000 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14813,3772583.94
"10407",2000 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12394,3111123.58
"10408",2000 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12832,3403853.89
"10409",2000 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",10972,2801787.1
"10410",2000 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",11567,3502389.64
"10411",2001 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",11410,3367993.27
"10412",2001 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13069,3332091.39
"10413",2001 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16949,3899999.13
"10414",2001 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16329,3995576.54
"10415",2001 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15877,3612410.8
"10416",2001 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15167,3927960.42
"10417",2001 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16721,4623893.6
"10418",2001 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14600,3988281.11
"10419",2001 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12322,3373742.53
"10420",2001 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13706,4106055.32
"10421",2001 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13009,4248781.74
"10422",2001 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",10068,3016268.24
"10423",2002 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12550,4333008.21
"10424",2002 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15236,4619954.27
"10425",2002 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16993,5229254
"10426",2002 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17885,5609121.73
"10427",2002 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19556,6019572
"10428",2002 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16615,5111848.35
"10429",2002 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18085,5866218.5
"10430",2002 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15752,5510356.74
"10431",2002 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15987,6400226.67
"10432",2002 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13988,5412998.76
"10433",2002 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12953,5285613.81
"10434",2002 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13103,5255021.47
"10435",2003 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13138,5150177.67
"10436",2003 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17522,5729939.87
"10437",2003 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19483,6579372.24
"10438",2003 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17692,5380160.93
"10439",2003 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",21610,7188289.7
"10440",2003 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19301,6427574.07
"10441",2003 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17645,5833407.7
"10442",2003 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15068,5369128.71
"10443",2003 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14693,5275503.46
"10444",2003 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15121,5917237.74
"10445",2003 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12850,5016469.94
"10446",2003 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13644,5553675.83
"10447",2004 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",11916,4673510.39
"10448",2004 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18287,6603577.1
"10449",2004 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",21256,7903877.65
"10450",2004 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18889,6345873.2
"10451",2004 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20616,7758510.76
"10452",2004 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17376,6015812.76
"10453",2004 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18830,7245068.07
"10454",2004 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17805,7437676.15
"10455",2004 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16097,6547412
"10456",2004 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14472,5823027
"10457",2004 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14666,6697158
"10458",2004 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13364,6038430
"10459",2005 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",12540,5471049
"10460",2005 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18382,7450415
"10461",2005 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20307,8042148
"10462",2005 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20999,8338086
"10463",2005 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",21120,8730136
"10464",2005 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20044,8297204
"10465",2005 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18750,8038978
"10466",2005 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18085,7924384
"10467",2005 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16943,7805711
"10468",2005 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14615,6677290
"10469",2005 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14563,7172989
"10470",2005 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",13855,6833949
"10471",2006 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14567,7345697
"10472",2006 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18649,8275116
"10473",2006 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",23875,10380962
"10474",2006 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19716,8530215
"10475",2006 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",25189,11254666
"10476",2006 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20726,9519915
"10477",2006 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19617,8809457
"10478",2006 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20082,8847670
"10479",2006 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16777,7413284
"10480",2006 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18085,8598505
"10481",2006 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16215,8249402
"10482",2006 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",14799,7660907
"10483",2007 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15693,7441435
"10484",2007 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",19145,8516448
"10485",2007 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",24451,11429067
"10486",2007 Apr,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",18558,8142626
"10487",2007 May,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",24303,11321459
"10488",2007 Jun,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",22625,11059610
"10489",2007 Jul,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20710,9532089
"10490",2007 Aug,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",20837,10389105.17
"10491",2007 Sept,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",17718,9082628.68
"10492",2007 Oct,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16900,9032017.73
"10493",2007 Nov,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",16316,9290979.61
"10494",2007 Dec,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15906,9759369
"10495",2008 Jan,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",15714,10131842
"10496",2008 Feb,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",23857,14839488
"10497",2008 Mar,"Concessional","Co-payments","L","Antineoplastic and immunomodulating agents","L01","ANTINEOPLASTIC AGENTS",21331,12724761
